id,sentence1,sentence2,classification,Text_Cleaned1,Text_Cleaned2,lemmatized_text1,lemmatized_text2,cosine_similarity_score,length_similarity,overlap_score,overlap2_score,cosine/length_ratio,cosine_similarity_score2,jaccard_similarity_score,lemma_jaccard_score,overall_sim_score,overall_similarity_path_semantic,overall_similarity_wup_semantic,overall_similarity_combined_semantic,jaccard_distance_bigrams,cosine_similarity_bigrams,bigram_similarity,jaccard_distance_trigrams,cosine_similarity_trigrams,trigram_similarity,jaccard_distance_quadgrams,cosine_similarity_quadgrams,quadgram_similarity
train_id_3,A representative for Phoenix-based U-Haul declined to comment on the case before the judge 's opinion was released .,"Anthony Citrano , a representative for WhenU , declined to comment on the case .",0,"['A', 'representative', 'Phoenix', 'based', 'U', 'Haul', 'declined', 'comment', 'case', 'judge', 'opinion', 'released']","['Anthony', 'Citrano', 'representative', 'WhenU', 'declined', 'comment', 'case']","['representative', 'phoenix', 'base', 'u', 'haul', 'decline', 'comment', 'case', 'judge', 'opinion', 'release']","['anthony', 'citrano', 'representative', 'whenu', 'decline', 'comment', 'case']",0.4364357804719848,0.5833333333333334,0.7619047619047619,0.7894736842105263,0.2545875386086578,0.7637626158259734,0.2666666666666666,0.2857142857142857,0.4387145227356419,0.6141172394535421,0.4515831134564645,0.5092377036334568,0.14285714285714285,0.25819888974716115,0.125,0.07692307692307693,0.14907119849998599,0.07142857142857142,0.0,0.0,0.0
train_id_7,"It will cost about $ 20,000 per eight-week course of treatment , comparable to other injected cancer therapies , a spokeswoman said .","It will cost about $ 20,000 per average course of treatment -16 to 17 weeks .",0,"['It', 'cost', '20', '000', 'per', 'eight', 'week', 'course', 'treatment', 'comparable', 'injected', 'cancer', 'therapies', 'spokeswoman', 'said']","['It', 'cost', '20', '000', 'per', 'average', 'course', 'treatment', '16', '17', 'weeks']","['cost', '20', '000', 'per', 'eight', 'week', 'course', 'treatment', 'comparable', 'injected', 'cancer', 'therapies', 'spokeswoman', 'say']","['cost', '20', '000', 'per', 'average', 'course', 'treatment', '16', '17', 'week']",0.5449492609130661,0.7333333333333333,0.8303030303030303,0.7307692307692308,0.3996294580029151,0.8563488385776752,0.3684210526315789,0.4117647058823529,0.545511532363869,0.5815023684029738,0.5092238346525945,0.5394992173775686,0.2222222222222222,0.36980013081681945,0.18181818181818182,0.1111111111111111,0.20412414523193148,0.1,0.058823529411764705,0.11396057645963795,0.05555555555555555
train_id_8,""" We see the First Amendment to protect religious liberty , not crush religious liberty , "" said Patrick Mahoney , director of the Christian Defense Coalition .",""" We put the call out , "" said the Rev. Patrick J. Mahoney , director of the Christian Defense Coalition .",0,"['We', 'see', 'First', 'Amendment', 'protect', 'religious', 'liberty', 'crush', 'religious', 'liberty', 'said', 'Patrick', 'Mahoney', 'director', 'Christian', 'Defense', 'Coalition']","['We', 'put', 'call', 'said', 'Rev', 'Patrick', 'J', 'Mahoney', 'director', 'Christian', 'Defense', 'Coalition']","['see', 'first', 'amendment', 'protect', 'religious', 'liberty', 'crush', 'religious', 'liberty', 'say', 'patrick', 'mahoney', 'director', 'christian', 'defense', 'coalition']","['put', 'call', 'say', 'rev', 'patrick', 'j', 'mahoney', 'director', 'christian', 'defense', 'coalition']",0.5039526306789697,0.7058823529411765,0.803921568627451,0.7241379310344828,0.3557312687145668,0.881917103688197,0.4210526315789473,0.3888888888888889,0.5639528747186777,0.554302320941189,0.374215772500733,0.4611985647498037,0.2,0.30678599553894814,0.16666666666666666,0.15,0.2672612419124244,0.13043478260869565,0.10526315789473684,0.19611613513818402,0.09523809523809523
train_id_11,A federal judge ruled that the monument violated the law and ordered it removed .,The federal courts have ruled that the monument violates the constitutional ban against state-established religion .,0,"['A', 'federal', 'judge', 'ruled', 'monument', 'violated', 'law', 'ordered', 'removed']","['The', 'federal', 'courts', 'ruled', 'monument', 'violates', 'constitutional', 'ban', 'state', 'established', 'religion']","['federal', 'judge', 'rule', 'monument', 'violate', 'law', 'order', 'remove']","['federal', 'court', 'rule', 'monument', 'violate', 'constitutional', 'ban', 'state', 'establish', 'religion']",0.3015113445777636,0.8181818181818182,0.9393939393939394,0.85,0.2466911001090793,0.9045340337332908,0.1764705882352941,0.2857142857142857,0.4555729692276236,0.3592290899772826,0.2396951040750513,0.3036221109294589,0.14285714285714285,0.2519763153394848,0.125,0.07692307692307693,0.14433756729740646,0.07142857142857142,0.0,0.0,0.0
train_id_17,"The benchmark 10-year note US10YT = RR slipped 16 / 32 in price , sending its yield to 4.48 percent from 4.42 percent late on Thursday .",The yield on the 10-year Treasury note rose to 4.46 % from 4.42 % late Thursday .,0,"['The', 'benchmark', '10', 'year', 'note', 'US10YT', 'RR', 'slipped', '16', '32', 'price', 'sending', 'yield', '4', '48', 'percent', '4', '42', 'percent', 'late', 'Thursday']","['The', 'yield', '10', 'year', 'Treasury', 'note', 'rose', '4', '46', '4', '42', 'late', 'Thursday']","['benchmark', '10', 'year', 'note', 'us10yt', 'rr', 'slip', '16', '32', 'price', 'send', 'yield', '4', '48', 'percent', '4', '42', 'percent', 'late', 'thursday']","['yield', '10', 'year', 'treasury', 'note', 'rise', '4', '46', '4', '42', 'late', 'thursday']",0.6196773353931867,0.6190476190476191,0.7069597069597069,0.7058823529411764,0.3836097790529251,0.671317113342619,0.4090909090909091,0.3809523809523809,0.4871201344619697,0.7550093590899735,0.6591962251139362,0.7105402693977843,0.1111111111111111,0.2075143391598224,0.1,0.0,0.0,0.0,0.0,0.0,0.0
train_id_22,"Limbaugh 's lawyer , Roy Black , has accused the Palm Beach State Attorney 's Office of having political motives for investigating whether the conservative radio commentator bought painkillers illegally .","Limbaugh 's attorney , Roy Black , has accused the State Attorney 's Office of having political motives for its investigation .",0,"['Limbaugh', 'lawyer', 'Roy', 'Black', 'accused', 'Palm', 'Beach', 'State', 'Attorney', 'Office', 'political', 'motives', 'investigating', 'whether', 'conservative', 'radio', 'commentator', 'bought', 'painkillers', 'illegally']","['Limbaugh', 'attorney', 'Roy', 'Black', 'accused', 'State', 'Attorney', 'Office', 'political', 'motives', 'investigation']","['limbaugh', 'lawyer', 'roy', 'black', 'accuse', 'palm', 'beach', 'state', 'attorney', 'office', 'political', 'motif', 'investigate', 'whether', 'conservative', 'radio', 'commentator', 'buy', 'painkiller', 'illegally']","['limbaugh', 'attorney', 'roy', 'black', 'accuse', 'state', 'attorney', 'office', 'political', 'motif', 'investigation']",0.6067798762169179,0.55,0.6318181818181818,0.7096774193548387,0.3337289319193048,0.7416198487095663,0.4090909090909091,0.4285714285714285,0.5264273954573013,0.7098215303460422,0.6413141543961188,0.6694468412356274,0.2608695652173913,0.43528575006600695,0.20689655172413793,0.17391304347826086,0.31426968052735443,0.14814814814814814,0.08695652173913043,0.17149858514250882,0.08
train_id_26,A report on the finding appears in Friday 's issue of the journal Science .,The results were announced at a NASA headquarters news conference Thursday and in today 's issue of the journal Science .,0,"['A', 'report', 'finding', 'appears', 'Friday', 'issue', 'journal', 'Science']","['The', 'results', 'announced', 'NASA', 'headquarters', 'news', 'conference', 'Thursday', 'today', 'issue', 'journal', 'Science']","['report', 'finding', 'appear', 'friday', 'issue', 'journal', 'science']","['result', 'announce', 'nasa', 'headquarters', 'news', 'conference', 'thursday', 'today', 'issue', 'journal', 'science']",0.3061862178478972,0.6666666666666666,0.875,0.85,0.2041241452319314,0.816496580927726,0.1764705882352941,0.2,0.39765572305434,0.3139488852422932,0.1910038070987939,0.2588061932190827,0.14285714285714285,0.25819888974716115,0.125,0.07692307692307693,0.14907119849998599,0.07142857142857142,0.0,0.0,0.0
train_id_29,"Hispanics , the fastest growing ethnic group in the US , have overtaken blacks to become the largest minority in the US , according to newly released government figures .","Hispanics have officially overtaken African Americans as the largest minority group in the US , according to a report released by the US Census Bureau .",0,"['Hispanics', 'fastest', 'growing', 'ethnic', 'group', 'US', 'overtaken', 'blacks', 'become', 'largest', 'minority', 'US', 'according', 'newly', 'released', 'government', 'figures']","['Hispanics', 'officially', 'overtaken', 'African', 'Americans', 'largest', 'minority', 'group', 'US', 'according', 'report', 'released', 'US', 'Census', 'Bureau']","['hispanic', 'fast', 'grow', 'ethnic', 'group', 'u', 'overtake', 'black', 'become', 'large', 'minority', 'u', 'accord', 'newly', 'release', 'government', 'figure']","['hispanic', 'officially', 'overtake', 'african', 'american', 'large', 'minority', 'group', 'u', 'accord', 'report', 'release', 'u', 'census', 'bureau']",0.6120563724821229,0.8823529411764706,0.9294117647058824,0.71875,0.5400497404254025,0.8902638145194515,0.3636363636363636,0.3636363636363636,0.5391788472640596,0.6033649845077661,0.5468225293835453,0.5789354681352787,0.1111111111111111,0.2004459314343183,0.1,0.0,0.0,0.0,0.0,0.0,0.0
train_id_37,"Sun was the lone major vendor to see its shipments decline , falling 2.9 percent to 59,692 units .","IBM ( NYSE : IBM ) was the fastest-growing vendor , with sales jumping 37 percent to 220,000 units .",0,"['Sun', 'lone', 'major', 'vendor', 'see', 'shipments', 'decline', 'falling', '2', '9', 'percent', '59', '692', 'units']","['IBM', 'NYSE', 'IBM', 'fastest', 'growing', 'vendor', 'sales', 'jumping', '37', 'percent', '220', '000', 'units']","['sun', 'lone', 'major', 'vendor', 'see', 'shipment', 'decline', 'fall', '2', '9', 'percent', '59', '692', 'unit']","['ibm', 'nyse', 'ibm', 'fast', 'grow', 'vendor', 'sale', 'jump', '37', 'percent', '220', '000', 'unit']",0.2070196678027062,0.9285714285714286,0.9835164835164836,0.8888888888888888,0.1922325486739415,0.8970852271450604,0.1304347826086956,0.1304347826086956,0.3859849307874838,0.4456246065839464,0.3661096452653181,0.3912541209708122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train_id_39,"The Globe reported that Smiledge hasn 't spoken with his son , Joseph Druce , in eight years .",Smiledge said he hasn 't spoken with his son in eight years and wants nothing to do with him .,0,"['The', 'Globe', 'reported', 'Smiledge', 'spoken', 'son', 'Joseph', 'Druce', 'eight', 'years']","['Smiledge', 'said', 'spoken', 'son', 'eight', 'years', 'wants', 'nothing']","['globe', 'report', 'smiledge', 'spoken', 'son', 'joseph', 'druce', 'eight', 'year']","['smiledge', 'say', 'spoken', 'son', 'eight', 'year', 'want', 'nothing']",0.5590169943749475,0.8,0.875,0.7222222222222222,0.447213595499958,0.8944271909999159,0.3846153846153846,0.4166666666666667,0.5652364140939891,0.4284563836724059,0.3905246003414558,0.4093290213924162,0.15384615384615385,0.26726124191242434,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
